case_id,split,allowed_use,image_number,parameter_status,source_workbook,source_sheet,source_row,trial_id,source_video_filename,source_video_filename_corrected,source_object_kind_zh,object_kind_zh,object_kind_correction,ball_diameter_m,ball_mass_kg,launch_height_m,photogate_position,photogate_distance_before_launch_m,source_time_header,source_block_time_value,interpreted_block_time_s,initial_horizontal_velocity_m_per_s,source_cached_speed_value,source_cached_speed_divisor,ramp_angle_deg,release_distance_m,background_changed,background_description,trial_note,mapping_correction
parabolic_img_0604,test,frozen_test_inference_parameter_only_never_train,604,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,45,T054,IMG_0604,IMG_0604,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01702,0.01702,1.3924794359576966,1392.4794359577,1000.0,15.0,0.875,False,,15°87.5cm,
parabolic_img_0606,train,training_metadata_candidate,606,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,46,T055,IMG_0606,IMG_0606,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01707,0.01707,1.3884007029876977,1388.4007029877,1000.0,15.0,0.875,False,,15°87.5cm,
parabolic_img_0607,test,frozen_test_inference_parameter_only_never_train,607,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,47,T056,IMG_0607,IMG_0607,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01698,0.01698,1.3957597173144878,1395.75971731449,1000.0,15.0,0.875,False,,15°87.5cm,
parabolic_img_0608,train,training_metadata_candidate,608,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,27,T036,IMG_0608,IMG_0608,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03487,0.03487,0.6796673358187554,,1000.0,15.0,0.2,True,黑色泡沫板和黑色卡纸,15°20cm,
parabolic_img_0609,train,training_metadata_candidate,609,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,28,T037,IMG_0609,IMG_0609,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03494,0.03494,0.67830566685747,,1000.0,15.0,0.2,True,黑色泡沫板和黑色卡纸,15°20cm,
parabolic_img_0610,test,frozen_test_inference_parameter_only_never_train,610,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,29,T038,IMG_0610,IMG_0610,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03512,0.03512,0.6748291571753986,,1000.0,15.0,0.2,True,黑色泡沫板和黑色卡纸,15°20cm,
parabolic_img_0611,test,frozen_test_inference_parameter_only_never_train,611,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,30,T039,IMG_0611,IMG_0611,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03519,0.03519,0.6734867860187553,,1000.0,15.0,0.2,True,黑色泡沫板和黑色卡纸,15°20cm,
parabolic_img_0612,train,training_metadata_candidate,612,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,31,T040,IMG_0612,IMG_0612,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03479,0.03479,0.6812302385743029,,1000.0,15.0,0.2,True,黑色泡沫板和黑色卡纸,15°20cm,
parabolic_img_0613,test,frozen_test_inference_parameter_only_never_train,613,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,32,T041,IMG_0613,IMG_0613,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03564,0.03564,0.664983164983165,,1000.0,,,False,,,
parabolic_img_0614,train,training_metadata_candidate,614,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,38,T047,IMG_0614,IMG_0614,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02277,0.02277,1.0408432147562583,,1000.0,15.0,0.5,True,黑色泡沫板和黑色卡纸,15°50cm,
parabolic_img_0615,train,training_metadata_candidate,615,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,39,T048,IMG_0615,IMG_0615,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02261,0.02261,1.0482087571870853,,1000.0,15.0,0.5,True,黑色泡沫板和黑色卡纸,15°50cm,
parabolic_img_0616,test,frozen_test_inference_parameter_only_never_train,616,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,40,T049,IMG_0616,IMG_0616,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02282,0.02282,1.0385626643295354,,1000.0,15.0,0.5,True,黑色泡沫板和黑色卡纸,15°50cm,
parabolic_img_0617,train,training_metadata_candidate,617,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,41,T050,IMG_0617,IMG_0617,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02268,0.02268,1.0449735449735449,,1000.0,15.0,0.5,True,黑色泡沫板和黑色卡纸,15°50cm,
parabolic_img_0618,test,frozen_test_inference_parameter_only_never_train,618,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,42,T051,IMG_0618,IMG_0618,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02264,0.02264,1.0468197879858656,,1000.0,15.0,0.5,True,黑色泡沫板和黑色卡纸,15°50cm,
parabolic_img_0619,train,training_metadata_candidate,619,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,48,T057,IMG_0619,IMG_0619,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01699,0.01699,1.3949381989405532,1394.93819894055,1000.0,15.0,0.875,True,黑色泡沫板和黑色卡纸,15°87.5cm,
parabolic_img_0620,train,training_metadata_candidate,620,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,49,T058,IMG_0620,IMG_0620,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01698,0.01698,1.3957597173144878,1395.75971731449,1000.0,15.0,0.875,True,黑色泡沫板和黑色卡纸,15°87.5cm,
parabolic_img_0621,train,training_metadata_candidate,621,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,50,T059,IMG_0621,IMG_0621,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01703,0.01703,1.3916617733411625,1391.66177334116,1000.0,15.0,0.875,True,黑色泡沫板和黑色卡纸,15°87.5cm,
parabolic_img_0622,train,training_metadata_candidate,622,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,51,T060,IMG_0622,IMG_0622,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01705,0.01705,1.3900293255131966,1390.0293255132,1000.0,15.0,0.875,True,黑色泡沫板和黑色卡纸,15°87.5cm,
parabolic_img_0623,test,frozen_test_inference_parameter_only_never_train,623,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,52,T061,IMG_0623,IMG_0623,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01705,0.01705,1.3900293255131966,1390.0293255132,1000.0,15.0,0.875,True,黑色泡沫板和黑色卡纸,15°87.5cm,
parabolic_img_0624,train,training_metadata_candidate,624,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,11,T006,IMG_0624,IMG_0624,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02819,0.02819,0.8407236608726498,,1000.0,20.0,0.2,True,黑色泡沫板和黑色卡纸,20°20cm,
parabolic_img_0625,train,training_metadata_candidate,625,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,6,T001,IMG_0625,IMG_0625,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03389,0.03389,0.699321333726763,699.321333726763,1000.0,10.0,0.425,False,,10°42.5cm,
parabolic_img_0626,train,training_metadata_candidate,626,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,7,T002,IMG_0626,IMG_0626,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03365,0.03365,0.7043090638930163,704.309063893016,1000.0,10.0,0.425,False,,10°42.5cm,
parabolic_img_0627,test,frozen_test_inference_parameter_only_never_train,627,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,8,T003,IMG_0627,IMG_0627,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03328,0.03328,0.7121394230769231,712.139423076923,1000.0,10.0,0.425,False,,10°42.5cm,
parabolic_img_0629,train,training_metadata_candidate,629,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,9,T004,IMG_0629,IMG_0629,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03344,0.03344,0.708732057416268,708.732057416268,1000.0,10.0,0.425,False,,10°42.5cm,
parabolic_img_0630,train,training_metadata_candidate,630,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,10,T005,IMG_0630,IMG_0630,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03384,0.03384,0.7003546099290779,700.354609929078,1000.0,10.0,0.425,False,,10°42.5cm,
parabolic_img_0631,train,training_metadata_candidate,631,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,16,T011,IMG_0631,IMG_0631,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02522,0.02522,0.9397303727200634,,1000.0,10.0,0.725,False,,10°72.5cm,
parabolic_img_0632,train,training_metadata_candidate,632,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,17,T012,IMG_0632,IMG_0632,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02537,0.02537,0.934174221521482,,1000.0,10.0,0.725,False,,10°72.5cm,
parabolic_img_0633,test,frozen_test_inference_parameter_only_never_train,633,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,18,T013,IMG_0633,IMG_0633,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.0255,0.0255,0.9294117647058824,,1000.0,10.0,0.725,False,,10°72.5cm,
parabolic_img_0634,test,frozen_test_inference_parameter_only_never_train,634,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,19,T014,IMG_0634,IMG_0634,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.0254,0.0254,0.9330708661417323,,1000.0,10.0,0.725,False,,10°72.5cm,
parabolic_img_0635,test,frozen_test_inference_parameter_only_never_train,635,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,20,T015,IMG_0635,IMG_0635,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02544,0.02544,0.9316037735849055,,1000.0,10.0,0.725,False,,10°72.5cm,
parabolic_img_0637,test,frozen_test_inference_parameter_only_never_train,637,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,26,T021,IMG_0637,IMG_0637,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02139,0.02139,1.1079943899018232,1107.99438990182,1000.0,10.0,0.805,False,,10°80.5cm,
parabolic_img_0638,train,training_metadata_candidate,638,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,27,T022,IMG_0638,IMG_0638,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02138,0.02138,1.108512628624883,1108.51262862488,1000.0,10.0,0.805,False,,10°80.5cm,
parabolic_img_0639,train,training_metadata_candidate,639,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,28,T023,IMG_0639,IMG_0639,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02145,0.02145,1.1048951048951048,1104.8951048951,1000.0,10.0,0.805,False,,10°80.5cm,
parabolic_img_0640,train,training_metadata_candidate,640,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,29,T024,IMG_0640,IMG_0640,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02153,0.02153,1.1007895959126799,1100.78959591268,1000.0,10.0,0.805,False,,10°80.5cm,
parabolic_img_0641,train,training_metadata_candidate,641,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,30,T025,IMG_0641,IMG_0641,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02146,0.02146,1.1043802423112767,1104.38024231128,1000.0,10.0,0.805,False,,10°80.5cm,
parabolic_img_0642,train,training_metadata_candidate,642,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,11,T006,IMG_0642,IMG_0642,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03372,0.03372,0.702846975088968,,1000.0,10.0,0.425,True,黑色,10°42.5cm,
parabolic_img_0643,train,training_metadata_candidate,643,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,12,T007,IMG_0643,IMG_0643,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.034,0.034,0.6970588235294117,,1000.0,10.0,0.425,True,黑色,10°42.5cm,
parabolic_img_0644,train,training_metadata_candidate,644,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,13,T008,IMG_0644,IMG_0644,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03391,0.03391,0.6989088764376289,,1000.0,10.0,0.425,True,黑色,10°42.5cm,
parabolic_img_0645,train,training_metadata_candidate,645,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,14,T009,IMG_0645,IMG_0645,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03445,0.03445,0.6879535558780842,,1000.0,10.0,0.425,True,黑色,10°42.5cm,
parabolic_img_0646,train,training_metadata_candidate,646,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,15,T010,IMG_0646,IMG_0646,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03377,0.03377,0.70180633698549,,1000.0,10.0,0.425,True,黑色,10°42.5cm,
parabolic_img_0647,train,training_metadata_candidate,647,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,21,T016,IMG_0647,IMG_0647,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02537,0.02537,0.934174221521482,,1000.0,10.0,0.725,True,黑色,10°72.5cm,
parabolic_img_0649,train,training_metadata_candidate,649,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,22,T017,IMG_0649,IMG_0649,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02533,0.02533,0.9356494275562575,,1000.0,10.0,0.725,True,黑色,10°72.5cm,
parabolic_img_0651,train,training_metadata_candidate,651,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,23,T018,IMG_0651,IMG_0651,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02537,0.02537,0.934174221521482,,1000.0,10.0,0.725,True,黑色,10°72.5cm,
parabolic_img_0652,train,training_metadata_candidate,652,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,24,T019,IMG_0652,IMG_0652,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.0254,0.0254,0.9330708661417323,,1000.0,10.0,0.725,True,黑色,10°72.5cm,
parabolic_img_0653,test,frozen_test_inference_parameter_only_never_train,653,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,25,T020,IMG_0653,IMG_0653,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02533,0.02533,0.9356494275562575,,1000.0,10.0,0.725,True,黑色,10°72.5cm,
parabolic_img_0654,train,training_metadata_candidate,654,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,31,T026,IMG_0654,IMG_0654,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02152,0.02152,1.1013011152416357,,1000.0,10.0,0.805,True,黑色,10°80.5cm,
parabolic_img_0655,train,training_metadata_candidate,655,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,32,T027,IMG_0655,IMG_0655,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.0215,0.0215,1.102325581395349,,1000.0,10.0,0.805,True,黑色,10°80.5cm,
parabolic_img_0656,train,training_metadata_candidate,656,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,33,T028,IMG_0656,IMG_0656,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02148,0.02148,1.1033519553072626,,1000.0,10.0,0.805,True,黑色,10°80.5cm,
parabolic_img_0657,train,training_metadata_candidate,657,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,34,T029,IMG_0657,IMG_0657,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02149,0.02149,1.1028385295486274,,1000.0,10.0,0.805,True,黑色,10°80.5cm,
parabolic_img_0658,test,frozen_test_inference_parameter_only_never_train,658,complete_independent_photogate_measurement,assets/parabolic_motion/4.平抛运动实验记录表.xlsx,Trial记录,35,T030,IMG_0658,IMG_0658,大钢球,大钢球,,0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02147,0.02147,1.103865859338612,,1000.0,10.0,0.805,True,黑色,10°80.5cm,
parabolic_img_0659,train,training_metadata_candidate,659,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0660,train,training_metadata_candidate,660,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0661,train,training_metadata_candidate,661,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0662,train,training_metadata_candidate,662,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
